userid,timestamp
11998404,15258
6747065,14327
5320098,15805
5320098,14427
5320098,13659
48479495,15449
48479495,15417
24856261,16037
4938859,15341
28447182,14941
10807443,15518
23638150,14617
23638150,14599
30633218,15976
5637731,14398
11998404,14125
6747065,14636
4780586,15030
39898792,16146
5320098,16264
20131065,16016
16508166,14875
11998404,15472
5320098,14157
6502736,15708
39898792,16076
19794221,15227
23638150,14589
5320098,15868
48542096,15917
15677557,16080
27457147,15168
5320098,13630
7416673,16027
5320098,14436
5320098,14128
30633218,16072
23638150,16130
23638150,14584
45307368,16021
5485650,15377
5320098,14976
5320098,14440
13725104,15033
16508166,14882
19794221,16112
5637731,15057
16508166,15298
40563365,15867
29029044,15343
4787424,15773
15677557,15266
4787424,15670
11998404,14377
5320098,13694
5320098,15343
11998404,14208
5320098,14073
10326405,15182
7748805,16220
27457147,15587
24856261,16030
11998404,14680
5320098,14244
6502736,15804
16508166,15465
22642943,14565
3478587,15100
5320098,13660
3478587,15611
6502736,16061
11998404,14466
5320098,14089
11600787,15580
11998404,14373
27457147,15719
5320098,14472
4938859,15235
42684158,15406
11998404,14229
6747065,14537
4938859,15219
5637731,14838
5637731,15042
4787424,15849
16508166,15328
3478587,15497
27457147,15785
16508166,14650
7618980,15713
23638150,15277
5637731,14587
6502736,15907
13725104,14234
28447182,15121
10807443,15693
5320098,14168
9277425,16121
5320098,13692
29970410,14971
3478587,15831
6747065,14481
15020189,15892
4848122,15666
11998404,14693
5320098,15296
28447182,15133
27457147,15329
23638150,14893
5320098,14448
5320098,13699
11998404,14809
5320098,14018
6747065,14559
30633218,16150
5320098,14981
29970410,14851
11998404,14650
27457147,15452
40563365,15862
23638150,14802
5637731,14414
16508166,15332
16508166,15197
27457147,15566
30923623,15360
4938859,15653
4938859,15084
16370959,14574
6747065,15279
42554670,15413
16370959,14533
11998404,14116
11600787,15579
30633218,15961
10424950,14769
16508166,14687
23638150,14829
3860200,13365
19794221,15377
27457147,15230
28447182,15107
5637731,14312
29416682,15645
30633218,16125
42554670,15613
39428062,16072
47182677,16106
11998404,14821
15677557,15299
4787424,15720
2948640,14041
5320098,13599
38083405,15756
5320098,13601
23638150,14591
24856261,16064
42554670,15456
16370959,14825
6747065,14552
33986489,14915
3423731,14037
11998404,14781
42554670,15498
13725104,15461
11998404,14356
5320098,13665
2873889,14007
5637731,14481
6502736,15718
7105867,14367
6747065,14587
6502736,15810
20131065,15908
5637731,15709
30633218,16130
5637731,14375
19794221,15509
5320098,14687
4526305,16104
5320098,15946
30633218,16151
24181301,15323
3304912,13238
42964489,15488
48479495,15454
7618980,15721
16370959,14616
24856261,15985
6502736,15712
6747065,14614
5320098,13561
30633218,15949
48816258,15932
3423731,13445
16508166,14791
16370959,14722
48542096,15980
4787424,15658
5320098,14462
11998404,15120
48479495,15426
16508166,15040
48479495,15455
6502736,15722
5637731,14482
5485650,15455
28447182,15102
27457147,15345
16508166,14640
5320098,13566
4938859,15479
47391657,15899
3478587,16181
18566688,14437
18566688,15328
3860200,13688
48479495,15440
27457147,15341
6747065,14788
5320098,13664
23638150,15151
45307368,15516
24856261,15988
2948640,13928
16370959,14774
15677557,15491
3423731,13564
38083405,15764
15677557,15274
23638150,14755
5320098,14447
30923623,15641
4787424,15889
5320098,14147
23638150,14615
29416682,15517
38083405,15729
11998404,14501
30633218,16102
48479495,16152
39428062,16061
5320098,14033
6747065,14626
23638150,15153
30633218,15953
27457147,15371
5320098,14091
23638150,15396
6747065,14622
16370959,15179
33986489,16166
15677557,15410
2948640,13915
47391657,15620
30633218,15929
16370959,14553
33986489,15839
5320098,14017
2948640,14219
24856261,15984
40787146,15558
20131065,16018
5320098,14065
16370959,14402
30633218,15980
5637731,14358
20131065,15986
11600787,15875
48479495,15409
45307368,15464
28447182,14923
11998404,14219
5320098,14734
15677557,15446
13608390,14814
42554670,15421
4787424,15627
11998404,15255
39898792,15510
6747065,14868
47391657,15837
5320098,14336
5637731,14769
24856261,16052
39898792,15428
5320098,14630
42554670,15437
29416682,15446
13608390,14845
46925367,15432
5637731,15231
16370959,14565
11998404,14652
27457147,15167
28447182,14946
5320098,14133
23638150,14834
5320098,15963
4787424,16019
45307368,15504
5637731,15224
6747065,14635
5320098,13631
27457147,14724
5320098,13707
4938859,15089
5637731,14421
29970410,14930
28447182,14929
4787424,15690
39898792,15988
6452020,15286
4787424,15890
5320098,13730
7416673,16075
30633218,15943
13725104,16152
23638150,14902
30633218,16153
5320098,13602
5320098,13708
30633218,16070
6747065,14055
27457147,15428
45307368,15507
5320098,15325
30633218,16073
5485650,15295
29970410,14942
5320098,13661
2873889,14161
27457147,15420
29970410,14825
30633218,16163
5320098,14822
27457147,15518
20131065,16026
23638150,15581
11998404,14126
27457147,15312
30633218,16012
40563365,15864
39898792,15210
39428062,16114
11998404,15159
11998404,15115
5320098,13526
6747065,14621
27457147,15302
6747065,14616
4787424,15894
30633218,16081
23638150,14592
4787424,16104
16508166,15438
45307368,15582
26457274,15022
3478587,15698
47391657,15581
9653222,16099
30633218,16058
24856261,15914
4526305,15555
23638150,15219
11998404,14416
23638150,15479
16370959,14578
5320098,14484
5637731,14333
11998404,14168
5320098,14490
23638150,14611
5637731,14531
11998404,14338
11998404,14674
3423731,13633
4938859,15791
11998404,14931
5320098,14760
4787424,15625
23638150,14614
3478587,15859
28447182,15092
3478587,15126
4397563,15973
5637731,14474
5637731,15069
5637731,14758
13725104,14985
5320098,13732
23638150,14625
27457147,15649
30633218,15933
45307368,15526
16508166,15327
3478587,15137
5320098,13768
45307368,15581
5320098,13523
30633218,15990
4787424,15727
33986489,15636
14932889,15534
2873889,14163
4787424,15575
16370959,14619
28447182,14918
6502736,15911
16370959,15010
39428062,16062
4787424,15952
5320098,15867
5320098,13834
24856261,16145
11998404,15146
2873889,14160
4787424,15613
39898792,15870
48542096,15916
23853724,15466
11998404,14776
38354363,15690
19794221,15828
5637731,14307
4938859,15606
3478587,15510
5637731,14478
40787146,15748
33986489,16092
30633218,16088
3860200,13576
15677557,15295
23638150,14891
5320098,14967
5320098,14461
5320098,15339
40787146,15789
20131065,16181
4938859,15234
6747065,14692
29970410,14874
39428062,16080
48479495,15428
47391657,15580
23238082,16155
4938859,15026
5408101,16139
6747065,14502
45845722,15536
30633218,15931
38083405,15733
45307368,16000
48479495,15427
27457147,15366
3478587,16163
6452020,15705
45431516,15301
45307368,15837
5320098,15988
24856261,16074
5320098,13701
5320098,14130
45307368,15508
23638150,14832
4787424,15635
5637731,14759
30633218,15979
4787424,16061
5320098,13682
4938859,15482
42684158,15334
5320098,15323
39428062,16128
15677557,15461
10228161,15849
30633218,16119
47391657,15577
18566688,14456
4738898,13871
15677557,15420
23638150,14620
11998404,14140
6502736,15783
5637731,15092
23638150,15188
27457147,15132
23638150,14761
23638150,15389
11998404,14341
27457147,15449
27457147,15629
24856261,15987
45845722,15439
3478587,15142
6747065,14288
16370959,14552
5320098,15898
13725104,15043
30633218,15978
23638150,15495
5320098,15280
5320098,15866
40563365,15274
6747065,14554
5637731,15281
33986489,15148
4787424,15851
5637731,14512
16370959,15020
4787424,15923
28447182,15129
2873889,13925
28447182,15029
27457147,15850
23638150,14602
11998404,14679
11998404,15356
23638150,14601
2873889,15302
4787424,16138
16508166,15440
6452020,15452
16370959,15597
11998404,14824
28447182,14928
49358414,15564
4938859,15346
4938859,15199
5637731,14541
39898792,15716
24856261,15986
16370959,14524
16370959,14721
29970410,14936
5485650,15285
23638150,15249
2873889,14056
39428062,16063
11998404,14778
6747065,14586
5320098,13710
41336915,15272
14932889,14922
47509546,15454
45431516,15302
16508166,15676
3478587,15982
47391657,15908
23638150,15945
5320098,13651
42964489,15577
47182677,16107
4787424,16023
5320098,13669
5320098,13667
39898792,15405
42964489,15523
45845722,15556
16370959,14621
16508166,15569
20131065,15934
23638150,15851
27457147,15830
15020189,15967
30633218,16064
30923623,15359
27457147,15429
5637731,15027
45307368,16022
26457274,15048
5637731,14993
6747065,14593
5637731,14354
5320098,13680
2873889,14006
11998404,15161
29416682,15239
11998404,14658
40563365,15868
4397563,15758
18566688,14985
39898792,15770
33986489,16171
4780586,14657
30633218,15964
28447182,14947
16370959,14577
27457147,15208
3478587,15509
23638150,14831
5320098,14419
7416673,16046
5320098,13579
16508166,15436
16508166,15437
4848122,15548
33986489,15571
11998404,14221
15020189,16136
5320098,14479
16508166,15441
5637731,14498
16370959,14777
23238082,15840
23638150,15778
5320098,14341
39898792,16126
16508166,15196
40787146,15664
34776460,15571
7781890,14631
16370959,14622
48479495,15442
4938859,15395
32309103,15274
28447182,15172
41336915,15440
16370959,14354
11998404,14351
26506597,15849
7748805,16168
45307368,15779
10807443,15471
6747065,14083
16370959,14608
14462062,15284
11998404,14719
5637731,14981
5637731,15098
6747065,14601
15677557,15285
27457147,15085
11600787,15590
16370959,15134
27457147,15696
27457147,15233
5637731,14401
29970410,14924
45307368,15634
5637731,14979
23638150,14676
11998404,14599
11998404,14247
47182677,15983
4787424,15824
29416682,15467
45307368,16007
27457147,14787
30633218,15946
4787424,15881
47391657,16049
5320098,13726
6747065,14546
3478587,15485
7416673,16121
11998404,14747
40787146,15665
7748805,15922
5637731,14480
5320098,14494
11998404,14768
25614632,15449
23638150,15533
5320098,13704
11998404,14832
40787146,15600
4938859,15304
5320098,13590
23638150,14759
9321010,15360
6747065,14532
16370959,14829
4938859,15031
45307368,15839
39898792,15715
5637731,14532
28447182,15105
42554670,15455
2948640,14196
10807443,15549
5320098,15288
49624402,15470
5637731,14400
29970410,15396
11924005,15483
30633218,16142
41723933,15953
27457147,15900
41336915,15273
16370959,14540
5637731,14633
5637731,14420
5320098,14020
4787424,15502
16508166,15237
14462062,14262
11998404,14748
4787424,15717
16370959,14649
39898792,15485
2873889,14411
5637731,14837
3423731,13467
11998404,14127
47391657,15608
30923623,15640
3239973,13492
5320098,14313
33986489,15638
4780586,14756
4787424,15640
5320098,13658
45845722,15387
38083405,15694
5320098,13712
23638150,15067
16508166,15039
10807443,15508
27457147,15232
9653222,16085
5320098,15839
23638150,14642
33986489,15801
2873889,15522
11998404,14689
30633218,16016
15677557,15252
13608390,14951
15677557,15541
39898792,15842
45307368,15587
2873889,14415
5320098,13731
4787424,15988
4787424,15783
27457147,15439
23638150,14753
5320098,14493
48479495,15476
6747065,14551
48479495,15477
19794221,15303
4787424,16077
5320098,15848
3478587,15185
24856261,15929
6747065,14560
16370959,14761
2917828,15275
14520887,16003
23638150,15376
23638150,15109
20131065,15980
45307368,15478
30633218,16148
5637731,14515
47925288,15510
23638150,14643
10326405,15688
11998404,14319
4938859,15043
16370959,14903
30633218,15928
5637731,15046
2873889,14173
5320098,16095
16370959,14726
48542096,16106
6747065,14606
16370959,14570
15677557,15553
11998404,14772
5320098,13762
30633218,16122
2948640,14459
23638150,14748
48542096,16073
5320098,13528
23638150,14728
16370959,14719
45845722,15508
28447182,14924
4787424,15691
4787424,16099
33957191,15443
5637731,14585
5637731,15416
5320098,13653
27457147,15198
16508166,15230
4780586,15046
16370959,15221
2873889,15080
27457147,15469
27457147,15369
5485650,15292
3860200,13407
28447182,15130
5320098,15910
4938859,15092
4938859,15037
49591778,15939
23638150,14869
5637731,15280
11998404,15098
5320098,14346
27457147,15873
5320098,14142
13608390,14953
28447182,14945
41723933,15788
40787146,15578
5613455,14640
27457147,15124
23238082,16112
5637731,15265
5637731,14564
29416682,15648
4787424,15897
3304912,13197
10807443,15766
11600787,15926
16370959,14981
39898792,15712
3423731,13635
5637731,14547
11998404,14277
30633218,15942
4938859,15102
10807443,15741
18566688,15329
6747065,14594
6502736,15726
4787424,15777
30633218,16158
27457147,15942
5637731,14419
5637731,14535
23638150,15828
16508166,14901
11998404,14249
11998404,14911
27457147,15372
11998404,15201
11600787,15889
6502736,15713
11998404,14812
10326405,15647
48479495,15479
11998404,14460
4938859,15091
5320098,14088
5320098,14396
24856261,16007
4787424,16054
27457147,15091
4526305,15574
5637731,14821
16370959,14388
23238082,15814
5320098,14430
45307368,15477
6747065,14613
4787424,15700
26457274,14853
10807443,15648
48479495,15450
5320098,13671
5637731,14415
11998404,14318
16508166,14853
47391657,15855
5320098,13729
4787424,15683
28447182,15108
30633218,16060
23638150,15948
23638150,14590
3423731,13644
5637731,14303
23638150,15092
14063067,16151
5320098,14373
2948640,14802
5320098,13700
5320098,13702
32607864,15151
5320098,15842
27457147,14710
45431516,15307
5320098,14705
16508166,15100
5320098,14420
30633218,15930
39898792,15637
30633218,15974
23638150,14814
4938859,15654
11600787,15920
5485650,15342
11998404,14697
23638150,14817
18767420,15428
30633218,15996
5637731,14704
5320098,15918
5637731,15457
16370959,14311
16508166,15439
4787424,15775
42554670,15434
23638150,14696
6747065,14529
5320098,14085
14063067,16098
23638150,14773
5637731,14403
11998404,14123
48303691,15580
3478587,15231
23638150,14600
4780586,15042
2873889,15312
6747065,14583
3423731,15384
48542096,16091
23638150,15928
18566688,14543
24856261,16004
6502736,15977
33986489,16109
5637731,14320
23638150,14671
28447182,14949
4938859,15604
11998404,14813
4526305,15863
19794221,15229
6747065,14162
6747065,14511
23638150,14678
4938859,15097
45845722,15541
15677557,15495
3478587,15959
11998404,15293
39898792,15775
42554670,15500
29416682,15386
2948640,14469
27457147,15229
16508166,15038
33813069,15540
33813069,15851
5320098,13620
16508166,15376
5320098,13910
4938859,15034
11998404,14930
5637731,14402
16508166,15406
4938859,15664
45845722,15557
7748805,16227
33986489,15635
11998404,14584
4787424,15704
18566688,14430
6747065,14049
15677557,15945
16370959,15120
33986489,15653
39898792,15484
5637731,14609
30633218,16008
4787424,15638
13608390,15113
27457147,15708
45307368,15527
23638150,14606
29416682,15558
28053650,15715
16508166,14646
41723933,15433
5320098,14028
3423731,13598
48479495,15425
16370959,15083
5320098,16165
23638150,14874
5320098,16185
4787424,15537
4526305,15575
11998404,14350
39428062,16127
41723933,15420
5320098,14084
4848122,15728
5637731,14553
39428062,16075
16370959,15634
6992675,14896
39898792,16093
5320098,13903
4787424,15724
47391657,16015
10637132,15458
42964489,15578
2948640,14182
38083405,15897
26457274,15014
7618980,15784
10807443,16103
23638150,14684
16370959,15252
10807443,15747
11025336,15833
27457147,15561
48479495,15445
5320098,13553
5637731,15524
45307368,15510
13725104,15767
4787424,15966
5320098,14153
33986489,16207
19794221,15230
5320098,13951
39428062,16057
4938859,15658
11998404,14124
33986489,16112
19794221,15481
47509546,15582
4787424,15589
5320098,14471
27457147,15674
23638150,14654
6502736,16060
15677557,15538
5637731,14479
16508166,15297
16508166,15037
11998404,14665
13725104,15434
4787424,16093
23638150,15754
23638150,15572
27457147,15280
7781890,14381
5320098,14180
5320098,13596
11600787,15921
9653222,16138
9653222,16084
4938859,15657
23439531,14835
47925288,15513
15677557,15287
23238082,16151
27457147,15553
6747065,14789
11998404,14607
46925367,15421
11998404,14379
5637731,14505
30633218,16014
5320098,13675
24856261,15891
4938859,15120
23638150,15441
29416682,15464
41723933,15434
5320098,15819
41723933,15452
30633218,15977
29416682,15255
6747065,14154
6502736,15819
5637731,14367
4787424,15686
5320098,14424
5320098,13634
7781890,15134
5637731,14634
2948640,13873
16508166,15512
16370959,15217
47244000,15535
5320098,14496
13725104,15082
2873889,14176
30633218,15963
30633218,15954
16508166,15036
48542096,16107
6937126,15512
2948640,14204
16370959,14588
16370959,15103
23265125,14805
5320098,14372
23638150,14570
24856261,16082
5320098,14079
40787146,15559
29970410,14890
4938859,15724
5320098,14087
10807443,15647
4938859,15227
4780586,14986
10807443,15569
47391657,15582
39898792,15692
27457147,15237
5320098,13574
23238082,16128
23638150,15108
4787424,15726
9653222,16137
20131065,16128
10807443,15545
39898792,16031
23238082,15823
4938859,15717
23638150,14655
30633218,16140
6747065,14512
33986489,15811
4780586,13425
11998404,15206
16508166,15403
14520887,15278
10807443,15633
23638150,14626
39428062,16126
24856261,16072
20131065,15776
6502736,15734
24856261,15901
6502736,16008
39428062,16120
47391657,15849
30633218,16154
6747065,14585
29416682,15623
10807443,15520
5320098,14940
46925367,15362
29416682,15643
5320098,15666
11998404,15130
27457147,15726
5320098,13636
27457147,15489
2917828,15268
5320098,13767
23638150,15385
10807443,15599
45845722,15601
42964489,15500
5320098,14027
16370959,14549
3860200,13632
5320098,14086
5320098,14152
11998404,14332
4938859,15122
23638150,14700
5320098,16223
3478587,15211
6992675,14897
16370959,14690
11998404,14134
30633218,16086
5637731,14435
4938859,15112
28447182,15131
33986489,15607
16370959,14429
16225683,14594
18566688,15209
4787424,15786
16370959,14435
6502736,15719
20131065,16002
5320098,14023
23439531,14836
16508166,14675
5320098,14140
27457147,15644
3478587,16000
4526305,16116
2873889,13929
5637731,15486
5320098,14426
5637731,14408
4938859,15347
40563365,15874
5637731,15049
47126893,15421
4780586,15043
6747065,14573
16370959,14520
15677557,15272
5781009,15709
5320098,14468
30633218,16018
5637731,14816
16508166,15949
23638150,14822
5637731,15015
30633218,15936
15677557,15404
18566688,15467
39898792,16059
5320098,14335
16508166,14979
39898792,16113
20131065,16177
16370959,14614
42554670,15462
5320098,14489
11998404,14289
33986489,15646
4780586,15022
16508166,14880
23638150,14707
6502736,15961
4938859,15756
2948640,14211
23638150,14900
5637731,14606
10807443,15463
11998404,15077
6502736,15806
23638150,15172
42554670,15479
16370959,14872
24856261,16195
27457147,15360
5637731,14466
11998404,14146
27457147,15856
27457147,15792
45307368,15459
33986489,15576
11998404,14510
6747065,14487
47509546,15422
16508166,14660
28447182,14919
5637731,14688
6452020,15706
11998404,14420
23638150,16049
47391657,15936
2873889,14166
20131065,16038
45307368,15525
45307368,16017
5320098,13760
23638150,14718
23638150,14899
28447182,15106
33986489,15855
23638150,14653
6747065,14533
30633218,16115
2948640,14177
39428062,16098
2873889,15171
13725104,15018
48816258,15458
39898792,15322
4848122,15642
13725104,14213
5320098,13657
16508166,15263
5320098,13633
2873889,14158
30633218,16017
4938859,15223
11998404,14794
24856261,15918
2948640,13865
23238082,16114
39898792,15763
10807443,15655
2873889,14321
2948640,14486
6452020,15290
4787424,15865
11998404,14194
42554670,15477
18566688,14732
11998404,14629
23638150,15590
29970410,14889
30633218,15939
16370959,14395
27457147,15361
5637731,14652
30633218,16055
27457147,15415
11998404,14122
20977821,15731
5320098,14767
5320098,14074
5637731,15482
3973347,14504
30633218,16036
11998404,14703
5320098,13666
4938859,15119
27457147,15675
5320098,13632
40563365,15937
40787146,15588
5637731,14717
11998404,14313
4938859,15116
41723933,15432
13725104,15137
18566688,14496
4938859,15758
5485650,15291
11998404,14131
49980381,15487
47126893,15592
20131065,15491
5320098,16243
5320098,13569
30633218,16138
4938859,15226
6502736,15789
24856261,16047
49591778,15942
25614632,15468
10807443,15459
16370959,14611
23638150,15149
16508166,15050
4787424,15866
5637731,14681
23638150,14605
4787424,15620
30633218,15985
47391657,16076
2873889,13916
4848122,15565
4780586,15020
11998404,14716
3478587,15115
33986489,15826
15677557,15306
39898792,15776
6747065,14530
23638150,16169
49501702,15473
30633218,15987
16508166,15051
14063067,16122
38083405,15419
4787424,16126
18566688,14513
5637731,14566
23638150,14804
23638150,15336
39898792,15538
4787424,15494
11998404,14157
5637731,14407
48542096,15849
4787424,15778
6937126,15503
6747065,14558
4787424,15619
16225683,14593
38083405,15811
2873889,14151
2873889,14330
45307368,15989
42554670,15518
23238082,16124
9653222,16110
4787424,15588
23638150,14819
23638150,14754
5320098,14150
14520887,15321
27457147,15667
40787146,15580
5320098,13711
30923623,15368
7618980,15896
27457147,15446
13725104,15019
5320098,14421
5637731,14405
16508166,14980
23638150,14674
6747065,14577
4938859,15104
4526305,15659
39898792,16154
45590928,16071
33986489,15823
46664723,15414
23238082,16150
5320098,13745
16508166,15121
16370959,14994
4938859,15094
39898792,15580
9653222,15313
40787146,15926
7781890,15078
5637731,14322
16370959,14594
4780586,15035
30923623,15367
16508166,15229
48303691,15457
24856261,15982
2948640,14275
45307368,15484
5320098,13570
5637731,14520
27457147,15487
9653222,15515
5485650,15293
23638150,14850
4526305,15524
9653222,15495
29970410,14831
45307368,15986
6747065,14567
6747065,14566
5637731,14632
4938859,15221
47509546,15551
30633218,15937
16508166,15091
41723933,15438
30633218,16136
29416682,15577
2873889,14634
47391657,15655
5637731,14729
16508166,15422
4787424,15820
45307368,16203
11998404,14917
39428062,16058
27457147,15045
47391657,15600
48479495,15478
27457147,15455
45307368,15467
6747065,14491
2873889,14196
30633218,16033
48631154,15457
27457147,15772
48542096,15850
11998404,15016
5320098,13656
4938859,15765
39898792,15414
6747065,14595
48542096,16086
2948640,14207
18566688,15263
5320098,13736
5637731,14507
16370959,14312
16508166,15097
5320098,13609
5320098,13606
19911778,15858
45307368,15546
30633218,15948
11998404,14276
29970410,15395
2873889,13711
4938859,15083
45307368,16008
27457147,15853
48542096,15852
23638150,15150
23238082,15819
4526305,16120
20131065,16279
6747065,14508
4938859,15394
30633218,15932
27457147,15740
28068339,14713
4780586,15037
2948640,14432
27457147,15729
5320098,13668
18566688,14387
5320098,13608
47391657,16001
11998404,14291
5320098,14486
5320098,13598
23638150,14810
2948640,14845
16370959,15119
4787424,16083
4787424,15980
6747065,14561
45307368,15466
5637731,15297
39898792,15778
4938859,15365
10807443,15684
39898792,15587
5320098,13825
6747065,14578
15677557,15310
30633218,16101
4938859,15054
23238082,16145
15677557,15378
27457147,15858
48479495,15446
4787424,15863
11600787,15873
5485650,15329
5637731,14500
33986489,16085
27457147,14719
47391657,15654
6502736,15807
5637731,14434
3478587,15219
16370959,14563
5637731,14616
5320098,14148
5637731,14504
11998404,15340
4787424,15848
19794221,15362
6747065,14549
23638150,14904
5320098,14428
5320098,13594
40563365,15587
3423731,13610
24856261,16020
23638150,15384
5320098,13747
15677557,15434
27457147,15456
27457147,14720
5320098,15925
4787424,15884
33986489,15631
45307368,15608
10807443,15600
9653222,16076
4938859,15353
23638150,14661
2873889,15067
45307368,15469
29970410,14848
6992675,14900
6747065,14637
4938859,15692
6747065,14557
13725104,15788
18566688,14699
49501702,15517
4787424,15754
4938859,15093
20131065,16155
28447182,15096
16370959,15082
29416682,15630
23638150,15445
16508166,14645
4787424,15768
6502736,15999
20131065,15920
11998404,14551
23638150,14767
27457147,15750
4938859,15652
7748805,16157
28447182,14992
4938859,15045
11998404,14632
39898792,15667
16370959,14579
4787424,15693
4780586,15019
6747065,14547
16370959,14332
23238082,16117
