users	contemporaneity	locality	genre
21521666	0	1	1
21527082	0	0	0
21634010	0	1	1
21910487	0	1	0
22029337	0	0	0
22306096	1	0	1
22368061	0	1	0
22448231	1	1	1
22468397	0	1	0
22530427	1	1	1
22642943	0	1	1
22999682	0	0	0
23048723	1	1	1
23126175	0	0	0
23144098	0	1	0
23144215	0	1	1
23238082	0	1	0
23265125	0	1	1
23340294	0	1	1
23439531	0	1	0
23516230	0	1	1
23544192	0	1	1
23571541	0	1	0
23638150	1	1	0
23706780	0	1	0
23723313	0	1	1
23790594	0	1	1
23853724	1	1	1
23971399	1	1	1
23981055	0	1	1
24057306	1	0	0
24181301	0	0	0
24606423	0	1	1
24856261	0	1	1
24937311	0	1	1
25085963	0	0	0
25095074	0	1	1
25109025	1	1	0
25127732	0	1	1
25194836	0	1	0
25294472	1	1	1
25365494	0	1	1
25370966	0	1	1
25396880	1	1	0
25611958	0	1	0
25614632	0	1	1
25740009	1	1	1
25747861	1	1	1
25850855	0	0	0
25916236	0	1	1
26265368	0	0	0
26340216	0	1	1
26457274	0	1	0
26506597	1	1	0
26514448	0	1	0
26598360	1	1	1
26617000	0	0	0
26630233	0	1	1
26878692	0	1	0
27284279	1	0	0
27395672	0	0	0
27444420	0	1	1
27457147	1	1	0
27487079	0	1	1
27774412	0	1	1
27774791	1	1	1
27801648	0	1	1
27845116	1	1	1
28053650	0	1	1
28068339	1	1	1
28423415	1	1	1
28426635	0	0	0
28447182	0	1	1
28481565	0	1	1
28498368	1	0	0
28532628	0	1	0
28653390	0	0	0
28744068	1	1	1
28784526	1	1	1
29029044	0	1	0
29104683	1	1	1
29416682	0	1	0
29458478	1	1	1
29471745	0	1	1
29568894	0	1	1
29692019	0	1	1
29716896	0	1	0
29767777	1	1	1
29865264	1	1	0
29908182	0	1	0
29943286	1	0	1
29970410	0	1	1
30001579	1	0	1
30142869	0	1	1
30300851	0	1	1
30311628	1	1	1
30410303	0	0	0
30633218	1	1	1
30639526	0	1	0
30714659	1	1	1
30796555	0	1	1
30903371	1	1	1
30923623	1	1	0
30976870	1	1	1
31148550	0	1	0
31250408	1	1	1
31352772	0	1	1
31431839	0	1	0
31677980	1	0	1
31678226	0	1	1
31682076	0	1	1
31715645	0	1	1
31787079	1	1	0
32000065	1	1	1
32159497	0	1	1
32174726	0	1	0
32238713	0	1	0
32239198	0	1	0
32309103	1	1	1
32428815	0	1	1
32454899	0	1	1
32473987	1	1	1
32548794	0	1	0
32572050	1	1	0
32607864	1	1	1
32675686	1	1	1
32953555	1	0	0
32957555	0	1	1
32966527	1	1	1
32966925	0	1	1
32974554	0	1	0
33152977	1	1	1
33169789	1	1	1
33176007	1	1	1
33404554	1	1	1
33411141	0	1	0
33434441	1	1	1
33470762	0	1	1
33518498	0	1	1
33657112	0	1	0
33660696	0	1	0
33677353	0	1	1
33695151	0	1	1
33776114	0	1	1
33813069	0	1	0
33916040	0	0	0
33957191	1	1	0
33986489	1	1	1
34047593	0	1	1
34165041	1	1	1
34344173	0	1	0
34470266	1	1	1
34470310	0	0	0
34724888	0	1	1
34776460	0	0	0
34805456	0	1	0
34880581	0	1	1
34895452	0	1	1
34981976	1	1	1
34983965	1	1	1
35022444	1	1	1
35129446	1	1	1
35307682	0	1	1
35307863	1	0	0
35350639	0	1	1
35364845	0	1	1
35484854	0	0	0
35768634	1	1	1
35827387	0	1	1
35835857	1	1	1
35895750	1	0	0
35936408	0	1	1
35989386	0	1	0
36032207	1	1	0
36057148	0	1	0
36136523	0	1	1
36146731	0	1	1
36376430	0	1	0
36539902	0	1	1
36582930	0	0	0
36600688	0	0	0
36737979	1	1	1
36864128	0	1	1
36974500	1	0	1
37106065	0	1	1
37162514	1	1	1
37172442	1	1	0
37251946	1	1	1
37289916	0	1	1
37295715	0	1	1
37391811	0	1	0
37541225	1	0	0
37569364	1	0	0
37579630	1	1	1
37666683	1	1	1
37695344	0	1	1
37724774	0	1	0
38029535	1	1	1
38083405	1	1	0
38206845	0	0	0
38213001	0	1	0
38216185	1	1	0
38354363	1	1	1
38354399	0	1	1
38383236	0	1	0
38460457	1	0	0
38469360	0	1	1
38486635	1	1	1
38707330	0	0	0
38771883	1	1	1
38784295	1	1	1
38842603	1	1	1
39167800	0	1	0
39198907	0	0	0
39308751	0	1	0
39311634	0	1	0
39343626	1	1	0
39428062	1	1	1
39436163	0	1	0
39531594	1	1	1
39558097	1	1	1
39667144	1	0	0
39711117	1	1	1
39740418	0	1	1
39746087	0	1	1
39758587	0	1	1
39872655	0	0	1
39879121	0	1	1
39881353	1	1	0
39889080	0	0	0
39898200	0	1	1
39898792	0	1	0
39991179	0	1	1
40023428	0	1	0
40059217	1	1	1
40118146	0	1	1
40179626	0	0	0
40247811	0	1	1
40318068	1	1	1
40364447	0	1	0
40417061	0	1	1
40505305	0	1	0
40563365	1	1	0
40626636	0	1	1
40691758	0	1	1
40787146	0	1	0
40866793	1	0	0
40872450	1	1	0
40971723	0	1	1
40987283	1	1	1
40997171	1	0	1
41155383	1	1	1
41214881	1	0	1
41251962	0	1	1
41336915	0	1	0
41457771	0	1	1
41527489	1	1	1
41557691	0	1	1
41626391	0	1	0
41642901	0	1	0
41721131	1	1	1
41723933	1	1	0
41962984	1	1	0
41994873	1	1	1
42186852	1	1	1
42266936	1	0	0
42283280	0	1	1
42293943	0	1	1
42313934	0	1	1
42378133	0	1	1
42404689	1	1	1
42539820	1	1	1
42554670	1	1	1
42563001	0	1	1
42592678	1	1	1
42601076	0	1	1
42634890	0	1	0
42643725	0	1	1
42654003	1	1	1
42684158	0	1	1
42826822	0	1	0
42909884	0	1	1
42925594	1	1	1
42931945	1	1	1
42949765	0	1	0
42960583	0	1	0
42964489	1	1	1
43010303	1	1	1
43027789	0	1	1
45126083	1	0	0
45134764	1	1	1
45154775	1	1	1
45160406	0	0	0
45187588	1	1	1
45193240	0	1	1
45230919	1	1	1
45240683	1	1	1
45240945	1	1	1
45267186	0	1	1
45282249	0	1	0
45307368	0	1	1
45313592	1	1	0
45325773	1	1	0
45336987	1	1	1
45389356	0	1	1
45420560	1	1	1
45431516	0	0	0
45438088	1	1	1
45590928	0	1	0
45617258	1	0	1
45661656	0	1	0
45692413	0	1	0
45711459	1	1	1
45792777	0	1	1
45845722	0	1	1
45850294	0	1	0
45907126	0	1	0
45920397	0	1	0
45930102	1	1	1
45932649	1	1	1
45936206	0	1	0
45977229	0	1	1
46004639	0	1	1
46039913	1	1	1
46071410	0	1	0
46092690	1	1	1
46124635	0	1	1
46132114	0	1	1
46146246	0	1	1
46175284	0	0	0
46179134	0	0	0
46189312	1	1	0
46221314	1	0	0
46228902	1	0	0
46249190	1	1	0
46275362	1	0	0
46358052	1	1	0
46404290	0	1	0
46511268	1	0	0
46515631	1	1	1
46517056	1	1	1
46538201	1	1	1
46568235	0	1	1
46586657	1	1	1
46586965	1	1	1
46608499	1	1	0
46628158	1	1	1
46664723	0	1	1
46720654	0	1	1
46725347	0	1	0
46775452	1	1	1
46776624	1	1	1
46780449	0	1	1
46859277	0	1	0
46892924	0	1	0
46896383	0	1	1
46925367	0	1	0
46935506	0	0	0
46939025	0	1	1
46984554	0	1	1
47104736	0	1	1
47112697	1	1	1
47126893	1	1	1
47134415	0	1	1
47169578	0	1	1
47182129	0	1	0
47182677	1	1	1
47201424	1	1	1
47211501	1	1	1
47226139	0	1	1
47240394	0	1	1
47244000	0	1	1
47246703	1	1	1
47270460	0	0	0
47275981	0	1	1
47325322	0	0	0
47343082	1	1	1
47369384	1	1	1
47381759	1	1	1
47391657	0	1	1
47429995	0	1	1
47447669	0	1	0
47450727	0	1	0
47457073	0	1	1
47469087	0	1	1
47488149	0	1	1
47505538	1	1	1
47509546	0	1	0
47529521	0	1	1
47551713	1	1	1
47569063	1	1	1
47590878	0	1	0
47597011	1	1	0
47599847	1	1	0
47685622	1	1	1
47701532	1	1	1
47715263	0	0	0
47720373	0	1	0
47722627	0	1	0
47739904	1	1	1
47747708	0	1	1
47752591	1	1	1
47752851	1	0	0
47761242	1	1	1
47790810	1	0	0
47800935	1	1	1
47815490	0	1	0
47827409	0	1	1
47833376	1	1	1
47845561	1	1	0
47848657	0	1	1
47866088	1	1	1
47883591	1	1	1
47885195	1	1	1
47898599	1	1	0
47925288	0	1	1
47951619	0	1	0
47954024	0	1	1
47977374	0	1	0
47987331	0	1	0
48003037	0	1	0
48006186	0	1	1
48022938	1	1	0
48025999	1	1	1
48044111	1	1	1
48046529	0	1	1
48048376	0	1	1
48051054	0	1	0
48103373	0	1	1
48139500	1	0	1
48144426	1	1	1
48158530	0	0	0
48171841	1	0	0
48184433	0	0	0
48195641	0	1	0
48206781	0	1	1
48217336	1	1	1
48232727	1	1	1
48235017	0	1	0
48259257	1	0	0
48268942	0	1	1
48280119	1	1	1
48292272	0	1	1
48302421	0	1	1
48303691	1	1	1
48305689	0	1	1
48314069	0	1	1
48315641	0	1	0
48317680	0	1	1
48322451	1	1	1
48348176	0	1	0
48360718	1	1	1
48360877	0	0	0
48365873	0	0	0
48376933	1	0	0
48391623	0	0	0
48399297	1	1	1
48399790	0	1	1
48430277	0	0	0
48456562	0	1	1
48465963	0	1	0
48466394	0	1	0
48471256	0	0	0
48479069	0	1	1
48479495	1	1	0
48501340	1	1	1
48503209	0	0	0
48504620	0	1	0
48506529	1	1	1
48511047	0	0	0
48515616	0	1	0
48519560	0	0	0
48536910	0	1	1
48542096	1	1	1
48550354	0	1	1
48555415	1	1	1
48575899	0	1	1
48580921	1	1	1
48583225	1	1	1
48588582	0	1	0
48602793	0	1	1
48605966	0	1	0
48611228	1	0	0
48619458	0	1	0
48631154	1	1	0
48637564	1	1	1
48643799	0	1	1
48655928	0	1	0
48674642	1	0	0
48679648	1	1	1
48681038	0	1	0
48691500	1	0	0
48698871	0	1	0
48720167	1	1	1
48724284	1	1	1
48740084	1	1	1
48745035	0	1	1
48757354	0	1	1
48770619	0	0	0
48778880	1	0	0
48801223	0	1	1
48806678	1	1	0
48811466	0	1	1
48815239	1	1	1
48816258	0	1	1
48825670	0	1	0
48830425	0	1	1
48839386	0	1	0
48849847	0	1	0
48858149	1	1	1
48859378	1	1	1
48876417	1	1	1
48880616	1	1	1
48899517	0	1	1
48911286	0	1	1
48930038	1	0	0
48936688	1	1	1
48936950	1	1	1
48941778	0	1	1
48948033	0	1	1
48959267	0	1	0
48962064	1	1	0
48965389	0	1	1
48971728	0	1	1
48984627	1	1	0
48985036	0	1	0
48990987	0	0	0
49005825	1	1	1
49015748	0	1	1
49021263	0	1	1
49026294	1	0	1
49028028	0	1	1
49045577	1	1	1
49056877	0	1	0
49062334	0	0	1
49082241	1	1	1
49088314	0	1	1
49096018	0	1	1
49100518	1	1	0
49114779	0	1	0
49119378	0	1	1
49125599	1	1	1
49128828	1	1	1
49131545	1	1	1
49132496	0	0	0
49137202	0	1	1
49142812	0	1	0
49194701	0	1	0
49196388	0	1	0
49209272	1	1	1
49219210	0	1	1
49220238	0	0	0
49222775	0	1	1
49224314	1	0	0
49245554	0	1	1
49250830	1	1	1
49252562	0	1	0
49256829	0	1	1
49272877	0	0	0
49275055	1	1	1
49276956	0	1	0
49287980	0	0	0
49293829	0	1	1
49299758	0	1	0
49299805	1	0	0
49305532	1	1	1
49319269	0	1	1
49321664	0	1	1
49323003	1	1	1
49355756	1	1	1
49358414	1	1	1
49371377	1	1	1
49385959	0	1	1
49386163	0	0	0
49386693	0	1	0
49396730	0	1	1
49406542	0	1	1
49406989	0	1	0
49431141	0	0	0
49436498	0	1	0
49438045	0	1	0
49438464	1	0	0
49445245	1	1	1
49451985	0	1	1
49452108	0	1	0
49454695	1	1	1
49454701	1	1	1
49460338	0	0	0
49460966	1	1	1
49466707	0	1	1
49479166	0	1	0
49480089	0	0	0
49480186	0	1	0
49483194	1	1	1
49501702	1	1	1
49503120	0	0	0
49507469	0	1	0
49514463	0	1	1
49534557	0	1	1
49536460	0	1	1
49538802	1	0	0
49545122	0	1	1
49549521	1	0	0
49551986	1	0	0
49554167	0	1	1
49565047	0	1	1
49567126	0	1	0
49569889	1	1	1
49576634	0	0	0
49582318	1	1	1
49585585	0	1	0
49591778	0	1	1
49594373	0	0	0
49599543	1	1	0
49605086	0	1	0
49607960	0	0	0
49621783	0	1	1
49624402	1	1	1
49630398	1	0	0
49634047	0	1	0
49644744	1	1	1
49657846	1	1	1
49662873	0	1	0
49663305	1	0	0
49667262	1	1	1
49676337	0	1	1
49679310	0	0	0
49682446	0	1	1
49682938	1	1	0
49686424	0	0	0
49707709	0	1	1
49716313	0	1	1
49722728	0	1	0
49726016	0	1	0
49741406	1	1	1
49757295	1	0	0
49765902	1	1	0
49787338	0	1	1
49789258	1	1	1
49792808	1	1	1
49807596	1	1	1
49811005	0	1	1
49811063	0	1	0
49828903	1	1	1
49831943	1	1	1
49857152	1	1	0
49857491	0	1	1
49893598	0	1	1
49906128	1	0	0
49919177	1	1	1
49922350	0	1	0
49927450	0	0	0
49930008	1	1	1
49940652	0	1	1
49951201	0	0	0
49951507	1	0	0
49956039	1	1	0
49965924	1	0	1
49969026	1	1	1
49980381	1	1	0
50014133	1	1	0
50048180	1	1	1
50051925	0	1	0
50072481	1	0	0
