users	contemporaneity	locality	genre
32428815	1	1	0
32454899	0	0	0
32473987	1	1	0
32548794	1	0	0
32572050	1	0	0
32607864	0	0	0
32675686	0	1	0
32953555	0	1	1
32957555	1	1	0
32966527	0	0	0
32966925	0	0	0
32974554	1	1	1
33152977	1	1	0
33169789	0	1	0
33176007	0	1	0
33404554	1	1	0
33411141	1	0	0
33434441	0	1	0
33470762	1	0	0
33518498	1	1	0
33657112	1	0	0
33660696	1	1	1
33677353	0	0	0
33695151	0	0	0
33776114	0	1	0
33813069	1	0	0
33916040	1	1	1
33957191	1	0	0
33986489	0	1	0
34047593	1	1	0
34165041	1	0	0
34344173	1	1	1
34470266	0	1	0
34470310	1	0	1
34724888	0	1	0
34776460	1	1	1
34805456	1	0	0
34880581	1	0	0
34895452	0	1	0
34981976	1	0	0
34983965	1	0	0
35022444	0	1	0
35129446	0	0	0
35307682	1	1	0
35307863	0	1	0
35350639	1	0	0
35364845	0	1	0
35484854	1	1	1
35768634	1	1	1
35827387	1	1	1
35835857	0	1	0
35895750	1	1	1
35936408	1	0	0
35989386	1	0	0
36032207	1	0	0
36057148	1	0	0
36136523	0	1	0
36146731	0	1	0
36376430	0	1	0
36539902	1	1	1
36582930	1	0	1
36600688	1	1	1
36737979	0	1	0
36864128	1	1	0
36974500	1	1	0
37106065	1	1	0
37162514	1	0	0
37172442	1	1	1
37251946	0	1	0
37289916	0	0	0
37295715	1	1	1
37391811	1	0	0
37541225	1	1	1
37569364	1	1	1
37579630	0	1	0
37666683	0	1	0
37695344	0	0	0
37724774	1	0	0
38029535	0	1	0
38083405	0	0	0
38206845	1	1	1
38213001	1	1	1
38216185	1	0	0
38354363	0	1	0
38354399	0	1	0
38383236	0	1	0
38460457	1	1	1
38469360	1	1	0
38486635	0	1	0
38707330	1	1	1
38771883	0	1	0
38784295	0	1	0
38842603	0	1	0
39167800	0	1	0
39198907	1	1	1
39308751	1	1	0
39311634	1	0	0
39343626	0	0	0
39428062	0	1	0
39436163	0	1	0
39531594	0	1	0
39558097	1	1	0
39667144	1	1	1
39711117	0	1	0
39740418	0	1	0
39746087	1	1	0
39758587	1	1	0
39872655	1	1	0
39879121	1	1	1
39881353	1	1	1
39889080	1	1	0
39898200	0	1	0
39898792	0	0	0
39991179	0	1	0
40023428	1	0	0
40059217	0	1	0
40118146	0	1	0
40179626	1	1	1
40247811	0	1	0
40318068	0	0	0
40364447	0	0	0
40417061	1	0	0
40505305	1	1	0
40563365	1	0	0
40626636	0	1	0
40691758	1	1	0
40787146	0	0	0
40866793	1	0	0
40872450	0	1	1
40971723	0	1	0
40987283	0	1	0
40997171	1	1	0
41155383	1	0	0
41214881	0	1	0
41251962	0	1	0
41336915	1	0	0
41457771	0	0	0
41527489	1	1	1
41557691	0	1	0
41626391	1	1	0
41642901	1	1	0
41721131	1	1	0
41723933	0	0	0
41962984	1	1	1
41994873	1	1	1
42186852	0	1	0
42266936	1	1	1
42283280	1	1	1
42293943	1	0	1
42313934	1	0	0
42378133	0	1	0
42404689	0	1	0
42539820	0	1	0
42554670	0	0	0
42563001	1	1	1
42592678	1	1	1
42601076	1	1	0
42634890	1	0	0
42643725	1	0	0
42654003	0	1	1
42684158	1	0	0
42826822	0	1	0
42909884	1	1	0
42925594	1	0	0
42931945	0	1	0
42949765	1	1	0
42960583	1	1	1
42964489	1	0	0
43010303	0	1	0
43027789	0	1	0
45126083	0	1	1
45134764	0	1	0
45154775	0	1	1
45160406	1	1	1
45187588	0	1	0
45193240	1	1	1
45230919	1	1	1
45240683	0	1	0
45240945	0	1	0
45267186	1	1	0
45282249	1	0	0
45307368	1	0	0
45313592	1	0	0
45325773	1	0	0
45336987	1	1	0
45389356	1	0	0
45420560	0	1	0
45431516	1	0	0
45438088	0	1	0
45590928	1	0	0
45617258	1	1	1
45661656	1	1	1
45692413	1	1	1
45711459	1	1	0
45792777	1	1	1
45845722	1	1	0
45850294	1	0	0
45907126	1	1	1
45920397	0	1	0
45930102	1	1	1
45932649	1	0	0
45936206	1	1	1
45977229	1	0	0
46004639	1	1	0
46039913	1	0	0
46071410	1	1	1
46092690	1	0	0
46124635	1	1	1
46132114	0	1	0
46146246	1	1	0
46175284	0	1	0
46179134	0	1	0
46189312	1	0	0
46221314	0	1	1
46228902	1	1	1
46249190	1	1	1
46275362	0	1	1
46358052	1	1	1
46404290	1	0	0
46511268	1	1	1
46515631	0	1	1
46517056	0	1	0
46538201	0	1	0
46568235	1	1	0
46586657	0	1	0
46586965	0	1	0
46608499	1	0	0
46628158	0	1	0
46664723	1	0	0
46720654	1	0	0
46725347	1	0	0
46775452	1	0	0
46776624	0	1	0
46780449	0	1	0
46859277	1	1	0
46892924	1	1	1
46896383	0	1	0
46925367	0	1	0
46935506	1	1	0
46939025	0	1	0
46984554	0	1	0
47104736	0	0	0
47112697	0	1	0
47126893	0	0	0
47134415	1	1	0
47169578	1	0	0
47182129	1	0	0
47182677	0	1	0
47201424	1	1	1
47211501	0	1	0
47226139	1	1	0
47240394	0	1	0
47244000	0	1	0
47246703	0	1	0
47270460	1	1	1
47275981	1	0	0
47325322	1	1	0
47343082	1	0	0
47369384	0	1	0
47381759	0	1	0
47391657	0	0	0
47429995	1	0	0
47447669	0	1	0
47450727	1	1	1
47457073	1	0	0
47469087	1	1	0
47488149	0	1	0
47505538	1	0	0
47509546	1	0	0
47529521	1	0	0
47551713	0	1	0
47569063	0	1	0
47590878	0	1	0
47597011	1	1	1
47599847	1	1	1
47685622	0	1	0
47701532	0	1	0
47715263	1	0	1
47720373	1	0	1
47722627	1	1	1
47739904	0	0	0
47747708	0	1	0
47752591	0	1	0
47752851	1	1	1
47761242	1	0	1
47790810	1	0	1
47800935	0	1	0
47815490	1	1	0
47827409	1	1	1
47833376	1	1	0
47845561	1	0	0
47848657	0	0	0
47866088	0	1	0
47883591	0	1	0
47885195	1	1	1
47898599	1	1	1
47925288	0	0	0
47951619	1	1	1
47954024	0	0	0
47977374	1	1	1
47987331	1	1	0
48003037	1	1	1
48006186	1	1	0
48022938	0	1	1
48025999	0	1	0
48044111	0	1	0
48046529	0	1	0
48048376	1	0	1
48051054	1	1	1
48103373	1	1	1
48139500	0	1	0
48144426	1	1	0
48158530	1	1	1
48171841	0	1	1
48184433	1	0	0
48195641	1	0	1
48206781	0	1	0
48217336	0	1	0
48232727	0	1	0
48235017	1	1	0
48259257	0	1	1
48268942	1	1	0
48280119	0	1	0
48292272	0	1	0
48302421	1	1	1
48303691	0	1	0
48305689	1	1	1
48314069	1	1	1
48315641	1	1	1
48317680	1	1	0
48322451	1	0	0
48348176	1	1	1
48360718	1	1	1
48360877	0	1	1
48365873	0	1	0
48376933	1	1	1
48391623	1	0	0
48399297	1	1	1
48399790	0	1	0
48430277	1	1	1
48456562	1	1	0
48465963	1	1	0
48466394	1	1	0
48471256	1	1	1
48479069	1	1	1
48479495	1	0	0
48501340	0	1	1
48503209	1	1	1
48504620	1	0	0
48506529	1	1	0
48511047	0	1	1
48515616	1	1	1
48519560	1	1	1
48536910	1	0	0
48542096	1	0	0
48550354	1	1	0
48555415	0	1	0
48575899	0	1	0
48580921	0	1	0
48583225	1	1	1
48588582	1	1	1
48602793	0	1	0
48605966	1	1	0
48611228	0	1	0
48619458	1	1	0
48631154	1	0	1
48637564	1	1	0
48643799	1	1	0
48655928	1	1	1
48674642	1	1	1
48679648	1	1	0
48681038	1	1	1
48691500	1	1	1
48698871	1	1	0
48720167	1	0	0
48724284	0	0	0
48740084	0	1	1
48745035	0	1	0
48757354	0	1	0
48770619	1	1	1
48778880	1	1	1
48801223	1	0	0
48806678	1	0	0
48811466	1	0	0
48815239	1	0	0
48816258	0	1	0
48825670	1	0	0
48830425	0	1	0
48839386	1	1	1
48849847	1	1	1
48858149	1	1	1
48859378	0	1	0
48876417	0	1	0
48880616	0	1	0
48899517	1	0	0
48911286	1	0	0
48930038	1	1	1
48936688	0	1	0
48936950	0	1	0
48941778	0	1	0
48948033	0	1	0
48959267	0	1	0
48962064	1	1	1
48965389	1	1	0
48971728	1	1	1
48984627	0	1	0
48985036	1	1	1
48990987	0	1	0
49005825	0	1	0
49015748	0	1	0
49021263	1	1	1
49026294	0	1	0
49028028	0	1	0
49045577	1	0	0
49056877	1	0	1
49062334	0	0	0
49082241	0	1	0
49088314	1	1	0
49096018	1	0	1
49100518	0	1	0
49114779	1	0	1
49119378	1	1	0
49125599	0	1	0
49128828	0	1	1
49131545	1	1	0
49132496	1	1	1
49137202	1	1	1
49142812	1	1	1
49194701	1	0	1
49196388	1	1	1
49209272	1	1	0
49219210	0	1	0
49220238	1	1	1
49222775	1	1	1
49224314	1	1	1
49245554	1	1	0
49250830	0	0	0
49252562	1	1	1
49256829	1	0	1
49272877	1	0	1
49275055	0	1	0
49276956	0	1	0
49287980	0	1	0
49293829	0	1	0
49299758	1	0	1
49299805	0	1	0
49305532	1	1	0
49319269	0	1	0
49321664	0	1	0
49323003	1	1	0
49355756	0	1	0
49358414	1	0	0
49371377	0	1	0
49385959	1	1	0
49386163	1	1	1
49386693	1	1	1
49396730	0	1	0
49406542	1	1	0
49406989	1	0	0
49431141	1	1	1
49436498	1	0	0
49438045	1	1	1
49438464	1	1	1
49445245	0	1	0
49451985	1	1	1
49452108	1	0	1
49454695	1	1	0
49454701	1	1	1
49460338	1	1	0
49460966	1	0	1
49466707	1	1	1
49479166	1	1	1
49480089	1	1	1
49480186	1	1	0
49483194	1	1	1
49501702	1	0	0
49503120	1	1	1
49507469	1	1	1
49514463	1	1	0
49534557	1	1	0
49536460	1	1	0
49538802	1	1	1
49545122	1	1	0
49549521	0	1	0
49551986	0	1	0
49554167	1	0	0
49565047	0	1	0
49567126	1	1	0
49569889	1	1	1
49576634	1	1	1
49582318	0	1	0
49585585	1	1	0
49591778	0	1	0
49594373	1	1	1
49599543	1	0	0
49605086	1	0	0
49607960	1	1	1
49621783	1	1	1
49624402	1	0	0
49630398	1	1	1
49634047	1	1	1
49644744	1	1	0
49657846	1	1	1
49662873	1	1	1
49663305	1	1	1
49667262	1	1	0
49676337	1	1	0
49679310	1	0	1
49682446	1	1	1
49682938	1	1	1
49686424	1	1	1
49707709	1	1	1
49716313	1	1	1
49722728	1	0	0
49726016	1	0	0
49741406	0	1	0
49757295	1	1	1
49765902	0	0	0
49787338	0	1	0
49789258	1	0	1
49792808	0	1	0
49807596	0	1	0
49811005	1	0	0
49811063	1	1	1
49828903	0	1	0
49831943	1	1	0
49857152	1	1	1
49857491	1	0	0
49893598	1	1	1
49906128	1	1	1
49919177	1	1	1
49922350	1	1	1
49927450	1	1	1
49930008	1	0	0
49940652	1	1	1
49951201	1	1	1
49951507	1	1	1
49956039	0	1	0
49965924	1	1	0
49969026	1	1	0
49980381	1	0	0
50014133	1	0	1
50048180	1	1	0
50051925	1	1	1
50072481	1	1	1
